Period,Number,Big/Small,Color,Premium
20250712100011216,5,Big,"green,violet",63805
20250712100011217,8,Big,red,22228
20250712100011218,6,Big,red,68956
20250712100011219,1,Small,green,69951
20250712100011220,6,Big,red,85326
20250712100011221,0,Small,"red,violet",43720
20250712100011222,3,Small,green,31943
20250712100011223,1,Small,green,81681
20250712100011224,7,Big,green,36947
20250712100011225,9,Big,green,26419
20250712100011226,0,Small,"red,violet",43120
20250712100011227,8,Big,red,21818
20250712100011228,3,Small,green,38623
20250712100011229,4,Small,red,70144
20250712100011230,2,Small,red,21732
20250712100011231,5,Big,"green,violet",54325
20250712100011232,0,Small,"red,violet",60020
20250712100011233,8,Big,red,65888
20250712100011234,4,Small,red,27964
20250712100011235,2,Small,red,78642
20250712100011236,6,Big,red,95886
20250712100011237,8,Big,red,29208
20250712100011238,7,Big,green,98597
20250712100011239,2,Small,red,83222
20250712100011240,6,Big,red,40836
20250712100011241,1,Small,green,77551
20250712100011242,8,Big,red,17428
20250712100011243,9,Big,green,19549
20250712100011244,5,Big,"green,violet",97345
20250712100011245,2,Small,red,94932
20250712100011246,8,Big,red,88308
20250712100011247,2,Small,red,54092
20250712100011248,5,Big,"green,violet",79485
20250712100011249,9,Big,green,37639
20250712100011250,3,Small,green,74683
20250712100011251,0,Small,"red,violet",75090
20250712100011252,6,Big,red,12116
20250712100011253,2,Small,red,29432
20250712100011254,5,Big,"green,violet",58915
20250712100011255,9,Big,green,99919
20250712100011256,8,Big,red,82058
20250712100011257,4,Small,red,39224
20250712100011258,7,Big,green,31217
20250712100011259,4,Small,red,78084
20250712100011260,3,Small,green,44053
20250712100011261,0,Small,"red,violet",85790
20250712100011262,8,Big,red,99038
20250712100011263,0,Small,"red,violet",12860
20250712100011264,9,Big,green,84409
20250712100011265,7,Big,green,15867
20250712100011266,6,Big,red,85536
20250712100011267,8,Big,red,51808
20250712100011268,3,Small,green,40903
20250712100011269,2,Small,red,57882
20250712100011270,6,Big,red,60816
20250712100011271,0,Small,"red,violet",46190
20250712100011272,0,Small,"red,violet",96370
20250712100011273,8,Big,red,66458
20250712100011274,4,Small,red,63754
20250712100011275,2,Small,red,59272
20250712100011276,8,Big,red,55798
20250712100011277,0,Small,"red,violet",83920
20250712100011278,0,Small,"red,violet",92600
20250712100011279,8,Big,red,65648
20250712100011280,6,Big,red,72416
20250712100011281,3,Small,green,43163
20250712100011282,4,Small,red,97304
20250712100011283,4,Small,red,14524
20250712100011284,4,Small,red,18874
20250712100011285,9,Big,green,92839
20250712100011286,5,Big,"green,violet",60135
20250712100011287,6,Big,red,21726
20250712100011288,3,Small,green,30043
20250712100011289,8,Big,red,33568
20250712100011290,4,Small,red,45134
20250712100011291,2,Small,red,81702
20250712100011292,2,Small,red,70502
20250712100011293,0,Small,"red,violet",76470
20250712100011294,8,Big,red,65128
20250712100011295,3,Small,green,52323
20250712100011296,9,Big,green,22849
20250712100011297,0,Small,"red,violet",59890
20250712100011298,3,Small,green,29093
20250712100011299,9,Big,green,26089
20250712100011300,4,Small,red,63684
20250712100011301,1,Small,green,42331
20250712100011302,2,Small,red,82222
20250712100011303,7,Big,green,15617
20250712100011304,8,Big,red,73018
20250712100011305,0,Small,"red,violet",19190
20250712100011306,0,Small,"red,violet",85890
20250712100011307,7,Big,green,53457
20250712100011308,2,Small,red,37752
20250712100011309,9,Big,green,43169
20250712100011310,4,Small,red,80094
20250712100011311,3,Small,green,51603
20250712100011312,5,Big,"green,violet",15605
20250712100011313,5,Big,"green,violet",65915
20250712100011314,8,Big,red,88458
20250712100011315,1,Small,green,56291
20250712100011316,7,Big,green,18167
20250712100011317,9,Big,green,31919
20250712100011318,9,Big,green,44509
20250712100011319,7,Big,green,69247
20250712100011320,6,Big,red,64716
20250712100011321,1,Small,green,52041
20250712100011322,5,Big,"green,violet",44015
20250712100011323,2,Small,red,10102
20250712100011324,7,Big,green,65747
20250712100011325,6,Big,red,49616
20250712100011326,0,Small,"red,violet",79050
20250712100011327,7,Big,green,72167
20250712100011328,7,Big,green,32217
20250712100011329,3,Small,green,71953
20250712100011330,7,Big,green,91227
20250712100011331,5,Big,"green,violet",62555
20250712100011332,3,Small,green,66603
20250712100011333,8,Big,red,23168
20250712100011334,5,Big,"green,violet",50855
20250712100011335,9,Big,green,50959
20250712100011336,8,Big,red,62328
20250712100011337,0,Small,"red,violet",95230
20250712100011338,0,Small,"red,violet",30890
20250712100011339,9,Big,green,91189
20250712100011340,9,Big,green,46259
20250712100011341,2,Small,red,33432
20250712100011342,5,Big,"green,violet",34045
20250712100011343,0,Small,"red,violet",95620
20250712100011344,4,Small,red,88204
20250712100011345,6,Big,red,82626
20250712100011346,7,Big,green,79287
20250712100011347,2,Small,red,13702
20250712100011348,9,Big,green,83149
20250712100011349,5,Big,"green,violet",15515
20250712100011350,7,Big,green,76267
20250712100011351,8,Big,red,60908
20250712100011352,2,Small,red,33772
20250712100011353,6,Big,red,55436
20250712100011354,8,Big,red,24248
20250712100011355,4,Small,red,44924
20250712100011356,8,Big,red,47968
20250712100011357,8,Big,red,71878
20250712100011358,8,Big,red,64908
20250712100011359,0,Small,"red,violet",92850
20250712100011360,2,Small,red,32022
20250712100011361,3,Small,green,43863
20250712100011362,6,Big,red,38356
20250712100011363,8,Big,red,36578
20250712100011364,2,Small,red,44942
20250712100011365,5,Big,"green,violet",60505
20250712100011366,0,Small,"red,violet",79510
20250712100011367,6,Big,red,88326
20250712100011368,6,Big,red,72456
20250712100011369,3,Small,green,63463
20250712100011370,9,Big,green,20559
20250712100011371,4,Small,red,86344
20250712100011372,1,Small,green,59841
20250712100011373,8,Big,red,47608
20250712100011374,2,Small,red,92752
20250712100011375,4,Small,red,34464
20250712100011376,9,Big,green,15229
20250712100011377,2,Small,red,69352
20250712100011378,4,Small,red,55824
20250712100011379,1,Small,green,65731
20250712100011380,0,Small,"red,violet",19350
20250712100011381,1,Small,green,38611
20250712100011382,3,Small,green,43893
20250712100011383,0,Small,"red,violet",76960
20250712100011384,7,Big,green,57177
20250712100011385,7,Big,green,58937
20250712100011386,8,Big,red,65128
20250712100011387,8,Big,red,63368
20250712100011388,0,Small,"red,violet",38710
20250712100011389,0,Small,"red,violet",47210
20250712100011390,3,Small,green,18233
20250712100011391,6,Big,red,56446
20250712100011392,5,Big,"green,violet",68545
20250712100011393,0,Small,"red,violet",96460
20250712100011394,8,Big,red,28248
20250712100011395,4,Small,red,78044
20250712100011396,5,Big,"green,violet",95655
20250712100011397,5,Big,"green,violet",28025
20250712100011398,6,Big,red,26916
20250712100011399,0,Small,"red,violet",89530
20250712100011400,8,Big,red,43488
20250712100011401,1,Small,green,18001
20250712100011402,0,Small,"red,violet",76970
20250712100011403,9,Big,green,64369
20250712100011404,6,Big,red,28426
20250712100011405,1,Small,green,78891
20250712100011406,6,Big,red,26696
20250712100011407,1,Small,green,37941
20250712100011408,8,Big,red,41858
20250712100011409,3,Small,green,15503
20250712100011410,1,Small,green,15381
20250712100011411,5,Big,"green,violet",19215
20250712100011412,3,Small,green,10573
20250712100011413,9,Big,green,44599
20250712100011414,2,Small,red,43552
20250712100011415,8,Big,red,88098
20250712100011416,6,Big,red,58026
20250712100011417,4,Small,red,89374
20250712100011418,9,Big,green,36429
20250712100011419,2,Small,red,62232
20250712100011420,2,Small,red,12882
20250712100011421,8,Big,red,89078
20250712100011422,9,Big,green,34729
20250712100011423,2,Small,red,70382
20250712100011424,1,Small,green,39041
20250712100011425,4,Small,red,30154
20250712100011426,8,Big,red,71558
20250712100011427,5,Big,"green,violet",19925
20250712100011428,0,Small,"red,violet",52240
20250712100011429,6,Big,red,47146
20250712100011430,1,Small,green,55151
20250712100011431,9,Big,green,74009
20250712100011432,4,Small,red,41014
20250712100011433,9,Big,green,64619
20250712100011434,4,Small,red,81604
20250712100011435,8,Big,red,55408
20250712100011436,9,Big,green,98439
20250712100011437,0,Small,"red,violet",45080
20250712100011438,1,Small,green,97221
20250712100011439,5,Big,"green,violet",16755
20250712100011440,2,Small,red,27452
20250713100010001,4,Small,red,55114
20250713100010002,4,Small,red,19074
20250713100010003,4,Small,red,97424
20250713100010004,0,Small,"red,violet",44280
20250713100010005,8,Big,red,62128
20250713100010006,7,Big,green,61717
20250713100010007,5,Big,"green,violet",90295
20250713100010008,3,Small,green,17193
20250713100010009,8,Big,red,17528
20250713100010010,1,Small,green,38141
20250713100010011,9,Big,green,59519
20250713100010012,9,Big,green,48719
20250713100010013,1,Small,green,79601
20250713100010014,1,Small,green,76001
20250713100010015,2,Small,red,99032
20250713100010016,7,Big,green,15967
20250713100010017,8,Big,red,29128
20250713100010018,9,Big,green,12649
20250713100010019,7,Big,green,94497
20250713100010020,6,Big,red,61146
20250713100010021,6,Big,red,39516
20250713100010022,8,Big,red,11528
20250713100010023,9,Big,green,33499
20250713100010024,6,Big,red,49006
20250713100010025,0,Small,"red,violet",85730
20250713100010026,9,Big,green,20849
20250713100010027,7,Big,green,49217
20250713100010028,1,Small,green,46681
20250713100010029,5,Big,"green,violet",98385
20250713100010030,1,Small,green,90591
20250713100010031,7,Big,green,62067
20250713100010032,9,Big,green,16789
20250713100010033,5,Big,"green,violet",19075
20250713100010034,5,Big,"green,violet",16795
20250713100010035,0,Small,"red,violet",38790
20250713100010036,7,Big,green,61357
20250713100010037,6,Big,red,51136
20250713100010038,8,Big,red,45618
20250713100010039,9,Big,green,35399
20250713100010040,4,Small,red,93924
20250713100010041,8,Big,red,76838
20250713100010042,2,Small,red,87692
20250713100010043,0,Small,"red,violet",91690
20250713100010044,6,Big,red,22896
20250713100010045,2,Small,red,75142
20250713100010046,1,Small,green,19591
20250713100010047,9,Big,green,34069
20250713100010048,1,Small,green,82101
20250713100010049,4,Small,red,17904
20250713100010050,0,Small,"red,violet",80230
20250713100010051,0,Small,"red,violet",10500
20250713100010052,7,Big,green,51577
20250713100010053,4,Small,red,72624
20250713100010054,9,Big,green,41229
20250713100010055,1,Small,green,66521
20250713100010056,8,Big,red,89898
20250713100010057,0,Small,"red,violet",88870
20250713100010058,2,Small,red,75832
20250713100010059,6,Big,red,99946
20250713100010060,9,Big,green,96419
20250713100010061,1,Small,green,29601
20250713100010062,9,Big,green,45929
20250713100010063,7,Big,green,59287
20250713100010064,9,Big,green,50559
20250713100010065,6,Big,red,78516
20250713100010066,0,Small,"red,violet",74420
20250713100010067,2,Small,red,71752
20250713100010068,5,Big,"green,violet",65645
20250713100010069,0,Small,"red,violet",91500
20250713100010070,1,Small,green,45431
20250713100010071,5,Big,"green,violet",71715
20250713100010072,7,Big,green,46827
20250713100010073,7,Big,green,55317
20250713100010074,9,Big,green,83219
20250713100010075,2,Small,red,41552
20250713100010076,2,Small,red,11302
20250713100010077,4,Small,red,63734
20250713100010078,5,Big,"green,violet",86435
20250713100010079,0,Small,"red,violet",96620
20250713100010080,7,Big,green,33017
20250713100010081,8,Big,red,20728
20250713100010082,4,Small,red,77744
20250713100010083,5,Big,"green,violet",67775
20250713100010084,1,Small,green,61191
20250713100010085,8,Big,red,21718
20250713100010086,3,Small,green,54913
20250713100010087,7,Big,green,99977
20250713100010088,9,Big,green,56579
20250713100010089,7,Big,green,81187
20250713100010090,9,Big,green,57939
20250713100010091,9,Big,green,71059
20250713100010092,7,Big,green,82397
20250713100010093,9,Big,green,87549
20250713100010094,0,Small,"red,violet",71270
20250713100010095,9,Big,green,53079
20250713100010096,2,Small,red,85612
20250713100010097,6,Big,red,49276
20250713100010098,9,Big,green,84789
20250713100010099,8,Big,red,10498
20250713100010100,2,Small,red,31152
20250713100010101,8,Big,red,31058
20250713100010102,0,Small,"red,violet",79550
20250713100010103,1,Small,green,16381
20250713100010104,0,Small,"red,violet",74090
20250713100010105,2,Small,red,77092
20250713100010106,9,Big,green,54589
20250713100010107,7,Big,green,83047
20250713100010108,7,Big,green,37477
20250713100010109,8,Big,red,96298
20250713100010110,3,Small,green,74983
20250713100010111,6,Big,red,98826
20250713100010112,6,Big,red,15656
20250713100010113,9,Big,green,55259
20250713100010114,2,Small,red,53102
20250713100010115,7,Big,green,69147
20250713100010116,3,Small,green,83363
20250713100010117,2,Small,red,72812
20250713100010118,2,Small,red,40632
20250713100010119,1,Small,green,13761
20250713100010120,6,Big,red,14616
20250713100010121,5,Big,"green,violet",66255
20250713100010122,2,Small,red,63902
20250713100010123,3,Small,green,11913
20250713100010124,4,Small,red,76134
20250713100010125,5,Big,"green,violet",27675
20250713100010126,5,Big,"green,violet",34085
20250713100010127,9,Big,green,79509
20250713100010128,1,Small,green,13741
20250713100010129,5,Big,"green,violet",60815
20250713100010130,9,Big,green,48129
20250713100010131,8,Big,red,88508
20250713100010132,1,Small,green,23191
20250713100010133,1,Small,green,43271
20250713100010134,0,Small,"red,violet",48720
20250713100010135,5,Big,"green,violet",83885
20250713100010136,6,Big,red,11756
20250713100010137,9,Big,green,63949
20250713100010138,9,Big,green,33849
20250713100010139,0,Small,"red,violet",51660
20250713100010140,5,Big,"green,violet",68825
20250713100010141,0,Small,"red,violet",40520
20250713100010142,5,Big,"green,violet",48345
20250713100010143,3,Small,green,89333
20250713100010144,3,Small,green,27493
20250713100010145,5,Big,"green,violet",31725
20250713100010146,5,Big,"green,violet",69765
20250713100010147,5,Big,"green,violet",15105
20250713100010148,5,Big,"green,violet",46105
20250713100010149,1,Small,green,94681
20250713100010150,1,Small,green,42891
20250713100010151,7,Big,green,24777
20250713100010152,8,Big,red,13788
20250713100010153,9,Big,green,17919
20250713100010154,7,Big,green,27507
20250713100010155,3,Small,green,63043
20250713100010156,7,Big,green,17057
20250713100010157,1,Small,green,42241
20250713100010158,1,Small,green,79391
20250713100010159,0,Small,"red,violet",81470
20250713100010160,9,Big,green,96699
20250713100010161,7,Big,green,36937
20250713100010162,9,Big,green,97199
20250713100010163,4,Small,red,49044
20250713100010164,9,Big,green,55559
20250713100010165,9,Big,green,15379
20250713100010166,5,Big,"green,violet",86325
20250713100010167,9,Big,green,73689
20250713100010168,4,Small,red,48114
20250713100010169,7,Big,green,78747
20250713100010170,0,Small,"red,violet",67250
20250713100010171,2,Small,red,32272
20250713100010172,5,Big,"green,violet",46505
20250713100010173,3,Small,green,92193
20250713100010174,8,Big,red,70108
20250713100010175,0,Small,"red,violet",21230
20250713100010176,3,Small,green,32763
20250713100010177,7,Big,green,69777
20250713100010178,6,Big,red,61386
20250713100010179,8,Big,red,72688
